gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Churn,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,expected_tenure,CLV,Cluster,Contract,PaymentMethod
0,0,0,0,51,1,0,0,0,0,0,0,0,1,19.85,996.95,0,0,1,1,0,0,0,0,51,1012.35,0,One year,Bank transfer (automatic)
0,0,1,0,51,1,0,1,1,0,1,0,0,1,60.5,3145.15,0,0,0,1,0,0,0,0,51,3085.5,0,One year,Bank transfer (automatic)
0,0,1,1,13,1,0,0,0,0,0,0,0,0,19.55,265.3,0,0,1,0,1,0,0,1,13,254.15,2,Two year,Mailed check
0,0,0,0,1,1,0,0,0,0,0,0,0,0,20.9,20.9,0,0,1,0,0,0,0,1,1,20.9,2,Month-to-month,Mailed check
1,0,0,1,1,1,0,0,0,0,0,0,0,1,21.05,21.05,0,0,1,0,0,0,0,1,1,21.05,2,Month-to-month,Mailed check
1,0,0,0,63,1,1,1,1,1,1,0,0,0,71.5,4576.3,0,0,0,1,0,0,1,0,63,4504.5,1,One year,Electronic check
1,0,0,0,3,1,0,0,0,0,0,0,1,0,54.65,189.1,0,0,0,0,0,0,0,1,3,163.95,2,Month-to-month,Mailed check
1,0,0,0,46,1,0,0,0,0,0,0,0,0,19.2,908.15,0,0,1,0,1,1,0,0,46,883.1999999999999,0,Two year,Credit card (automatic)
1,0,0,0,1,1,1,0,0,0,0,0,0,1,49.8,49.8,0,0,0,0,0,1,0,0,1,49.8,2,Month-to-month,Credit card (automatic)
1,0,0,1,8,0,0,0,0,0,0,0,0,0,25.5,215.2,1,0,0,0,0,0,0,1,8,204.0,2,Month-to-month,Mailed check
0,0,1,1,71,1,0,0,0,0,0,0,0,0,20.5,1500.95,0,0,1,0,1,0,0,0,71,1455.5,0,Two year,Bank transfer (automatic)
1,0,1,1,55,1,1,0,0,1,0,1,0,1,90.4,5099.15,0,1,0,0,0,1,0,0,55,4972.0,1,Month-to-month,Credit card (automatic)
0,0,0,0,70,1,1,0,1,1,1,0,0,1,90.25,6385.95,0,1,0,1,0,0,0,0,70,6317.5,1,One year,Bank transfer (automatic)
0,0,0,0,2,1,0,0,0,0,0,0,1,0,80.75,159.45,1,1,0,0,0,0,1,0,2,161.5,3,Month-to-month,Electronic check
1,0,1,1,67,1,1,1,0,0,1,1,1,0,104.6,6885.75,0,1,0,0,1,0,0,0,67,7008.2,1,Two year,Bank transfer (automatic)
1,0,1,0,65,1,1,0,1,0,0,1,0,1,91.85,5940.85,1,1,0,0,0,0,0,0,65,5970.25,1,Month-to-month,Bank transfer (automatic)
1,0,1,0,14,1,0,0,0,1,0,0,0,0,50.2,668.85,0,0,0,0,0,1,0,0,14,702.8000000000001,2,Month-to-month,Credit card (automatic)
0,0,1,1,20,1,1,0,0,1,1,0,1,1,95.5,1916.2,0,1,0,0,0,0,0,0,20,1910.0,3,Month-to-month,Bank transfer (automatic)
1,0,0,1,1,1,0,0,1,0,0,0,0,1,75.35,75.35,1,1,0,0,0,0,1,0,1,75.35,3,Month-to-month,Electronic check
1,0,0,0,1,1,1,0,0,0,0,0,0,1,75.45,75.45,1,1,0,0,0,0,1,0,1,75.45,3,Month-to-month,Electronic check
0,0,1,1,49,1,1,0,0,0,0,1,1,1,95.4,4613.95,0,1,0,0,0,0,0,0,49,4674.6,1,Month-to-month,Bank transfer (automatic)
0,0,0,0,72,1,1,1,1,1,0,1,0,1,101.3,7261.25,0,1,0,0,1,0,0,0,72,7293.599999999999,1,Two year,Bank transfer (automatic)
0,0,1,0,46,1,1,1,0,0,0,0,0,0,53.1,2459.8,0,0,0,0,0,0,1,0,46,2442.6,0,Month-to-month,Electronic check
1,0,0,0,24,1,1,0,1,1,0,0,0,1,84.85,2048.8,0,1,0,0,0,0,0,0,24,2036.3999999999999,3,Month-to-month,Bank transfer (automatic)
0,0,1,1,5,0,0,0,1,0,1,0,0,0,34.25,163.55,0,0,0,0,0,0,1,0,5,171.25,2,Month-to-month,Electronic check
0,0,1,1,33,1,1,0,1,1,1,0,0,0,88.6,2888.7,0,1,0,0,0,1,0,0,33,2923.7999999999997,3,Month-to-month,Credit card (automatic)
0,0,0,0,42,1,1,1,1,0,0,0,0,1,60.15,2421.6,0,0,0,1,0,0,0,0,42,2526.2999999999997,0,One year,Bank transfer (automatic)
1,0,0,0,23,1,0,1,0,1,0,1,1,1,99.95,2292.75,0,1,0,1,0,1,0,0,23,2298.85,3,One year,Credit card (automatic)
1,0,0,0,8,1,0,0,0,0,0,0,0,0,70.7,553.4,0,1,0,0,0,0,0,0,8,565.6,3,Month-to-month,Bank transfer (automatic)
1,0,0,0,66,1,0,1,1,0,0,0,0,1,54.8,3465.7,0,0,0,1,0,0,0,1,66,3616.7999999999997,0,One year,Mailed check
1,0,0,0,24,1,0,1,0,0,0,0,0,1,49.55,1210.4,1,0,0,0,0,0,0,0,24,1189.1999999999998,2,Month-to-month,Bank transfer (automatic)
1,1,0,0,24,1,1,0,1,0,0,0,0,0,54.8,1291.3,0,0,0,0,0,1,0,0,24,1315.1999999999998,3,Month-to-month,Credit card (automatic)
1,0,0,0,69,1,1,1,1,1,1,0,1,1,78.6,5356.45,1,0,0,1,0,1,0,0,69,5423.4,1,One year,Credit card (automatic)
0,0,0,0,53,1,0,0,1,1,0,1,1,1,100.3,5200.8,0,1,0,1,0,0,0,1,53,5315.9,1,One year,Mailed check
0,0,0,0,60,0,0,1,0,1,0,1,1,0,53.6,3237.05,0,0,0,0,1,0,1,0,60,3216.0,0,Two year,Electronic check
0,0,1,0,7,1,0,0,0,0,0,1,0,1,81.1,576.65,1,1,0,0,0,0,1,0,7,567.6999999999999,3,Month-to-month,Electronic check
0,0,0,0,20,1,0,0,0,0,0,0,0,1,19.35,433.75,0,0,1,1,0,1,0,0,20,387.0,2,One year,Credit card (automatic)
0,0,1,1,23,1,1,0,0,0,0,0,1,0,85.6,1868.4,0,1,0,0,0,0,1,0,23,1968.8,3,Month-to-month,Electronic check
1,0,1,1,72,1,0,1,0,1,1,1,1,1,80.8,5728.55,0,0,0,0,1,0,1,0,72,5817.599999999999,1,Two year,Electronic check
1,0,1,0,11,1,1,0,0,0,0,0,0,1,74.95,825.7,1,1,0,0,0,0,1,0,11,824.45,3,Month-to-month,Electronic check
1,0,0,0,21,1,0,0,0,0,0,0,0,0,19.6,390.4,0,0,1,0,1,0,0,1,21,411.6,2,Two year,Mailed check
1,1,0,0,1,1,1,0,0,0,0,1,1,1,93.55,93.55,1,1,0,0,0,0,1,0,1,93.55,3,Month-to-month,Electronic check
1,1,0,0,31,1,1,0,1,0,0,1,0,1,90.7,2845.15,0,1,0,0,0,0,1,0,31,2811.7000000000003,3,Month-to-month,Electronic check
0,0,0,0,57,1,0,0,1,1,1,1,0,0,69.75,3894.4,0,0,0,0,1,0,0,1,57,3975.75,1,Two year,Mailed check
0,0,1,1,45,1,0,0,0,0,0,0,0,1,20.0,886.4,0,0,1,0,1,0,0,0,45,900.0,0,Two year,Bank transfer (automatic)
1,0,0,0,10,1,1,0,1,1,0,0,1,1,95.25,1021.55,0,1,0,0,0,0,1,0,10,952.5,3,Month-to-month,Electronic check
0,0,1,0,58,1,1,0,0,1,1,1,1,1,102.1,5885.4,1,1,0,0,0,1,0,0,58,5921.799999999999,1,Month-to-month,Credit card (automatic)
1,0,0,1,14,1,0,0,0,0,0,0,0,0,19.95,268.4,0,0,1,0,0,0,0,1,14,279.3,2,Month-to-month,Mailed check
1,0,1,0,27,1,1,1,0,0,1,1,1,0,80.85,2204.35,0,0,0,1,0,0,0,1,27,2182.95,3,One year,Mailed check
0,0,1,1,14,1,1,0,1,0,0,0,1,1,90.9,1259.0,1,1,0,0,0,0,0,0,14,1272.6000000000001,3,Month-to-month,Bank transfer (automatic)
0,0,1,1,12,0,0,0,1,0,0,0,0,0,29.2,309.1,1,0,0,0,0,0,0,1,12,350.4,2,Month-to-month,Mailed check
0,0,1,1,69,1,1,0,1,0,1,0,1,1,93.3,6398.05,0,1,0,0,1,0,0,0,69,6437.7,1,Two year,Bank transfer (automatic)
0,0,1,1,25,1,0,0,1,1,0,1,0,1,89.15,2257.75,1,1,0,0,0,0,0,0,25,2228.75,3,Month-to-month,Bank transfer (automatic)
1,1,1,0,58,1,1,1,1,1,0,1,1,1,108.85,6287.25,1,1,0,1,0,0,1,0,58,6313.299999999999,1,One year,Electronic check
0,0,1,1,35,0,0,1,0,0,1,1,0,1,46.35,1662.05,0,0,0,0,1,1,0,0,35,1622.25,0,Two year,Credit card (automatic)
0,1,0,0,16,1,1,0,0,0,0,1,0,1,84.75,1350.15,1,1,0,0,0,0,1,0,16,1356.0,3,Month-to-month,Electronic check
1,0,1,1,45,1,1,0,1,1,0,1,1,0,78.75,3600.65,0,0,0,1,0,1,0,0,45,3543.75,1,One year,Credit card (automatic)
0,0,0,0,17,1,0,0,1,0,0,1,0,1,83.55,1329.15,0,1,0,0,0,0,1,0,17,1420.35,3,Month-to-month,Electronic check
0,0,1,1,1,1,0,0,0,0,0,0,0,1,45.7,45.7,1,0,0,0,0,0,1,0,1,45.7,2,Month-to-month,Electronic check
1,0,0,0,22,1,0,0,0,0,0,0,0,0,19.6,422.5,0,0,1,1,0,0,0,1,22,431.20000000000005,2,One year,Mailed check
0,1,0,0,1,1,0,0,0,0,0,0,0,1,69.95,69.95,1,1,0,0,0,0,1,0,1,69.95,3,Month-to-month,Electronic check
1,0,1,1,67,1,0,1,0,1,1,0,1,0,67.85,4627.65,0,0,0,0,1,0,0,1,67,4545.95,1,Two year,Mailed check
0,0,1,1,67,1,1,0,0,1,1,1,1,1,105.65,6717.9,0,1,0,0,1,0,0,0,67,7078.55,1,Two year,Bank transfer (automatic)
0,0,1,0,2,0,0,0,0,0,0,1,1,0,44.6,97.1,1,0,0,0,0,0,1,0,2,89.2,2,Month-to-month,Electronic check
1,0,0,0,23,1,1,0,0,0,0,0,0,1,74.95,1710.45,1,1,0,0,0,0,1,0,23,1723.8500000000001,3,Month-to-month,Electronic check
0,1,0,0,9,1,0,0,0,1,0,0,0,0,75.5,637.4,0,1,0,0,0,1,0,0,9,679.5,3,Month-to-month,Credit card (automatic)
0,0,0,0,5,1,0,0,0,0,0,0,0,0,20.15,117.95,0,0,1,0,0,0,0,1,5,100.75,2,Month-to-month,Mailed check
1,0,0,0,54,0,0,1,0,0,1,1,0,0,45.2,2460.55,0,0,0,0,1,1,0,0,54,2440.8,0,Two year,Credit card (automatic)
0,0,0,0,57,1,0,0,0,1,0,1,1,1,95.25,5464.65,1,1,0,0,1,0,1,0,57,5429.25,1,Two year,Electronic check
1,0,0,0,24,1,1,0,0,1,0,1,0,1,89.85,2165.05,1,1,0,0,0,0,0,1,24,2156.3999999999996,3,Month-to-month,Mailed check
0,0,1,1,49,1,1,0,1,0,0,1,1,0,100.45,4941.8,1,1,0,1,0,0,0,1,49,4922.05,1,One year,Mailed check
1,0,0,0,5,1,1,0,0,0,0,0,0,0,47.15,223.15,1,0,0,0,0,0,1,0,5,235.75,2,Month-to-month,Electronic check
1,0,0,0,2,1,0,0,0,0,0,0,1,1,80.2,181.1,1,1,0,0,0,0,1,0,2,160.4,3,Month-to-month,Electronic check
0,0,0,1,4,1,1,0,0,1,1,0,0,1,87.1,341.45,1,1,0,0,0,0,0,1,4,348.4,3,Month-to-month,Mailed check
1,0,1,1,70,1,1,1,1,1,1,1,0,1,79.25,5731.85,0,0,0,0,1,0,0,0,70,5547.5,1,Two year,Bank transfer (automatic)
1,0,0,0,5,1,1,0,0,0,0,0,0,1,75.9,357.75,1,1,0,0,0,0,0,0,5,379.5,3,Month-to-month,Bank transfer (automatic)
1,0,1,1,53,1,1,1,0,1,1,1,1,0,85.7,4616.1,0,0,0,0,0,0,1,0,53,4542.1,1,Month-to-month,Electronic check
0,0,1,0,47,1,1,1,1,1,0,1,0,1,98.75,4533.7,1,1,0,0,0,0,1,0,47,4641.25,1,Month-to-month,Electronic check
0,0,0,1,31,1,0,0,0,0,0,0,0,0,20.1,589.25,0,0,1,1,0,1,0,0,31,623.1,2,One year,Credit card (automatic)
1,0,1,1,13,1,0,0,1,1,1,0,0,0,61.8,750.1,0,0,0,0,0,0,0,0,13,803.4,3,Month-to-month,Bank transfer (automatic)
0,0,1,1,28,1,1,0,0,0,0,0,0,0,49.9,1410.25,0,0,0,0,0,0,0,1,28,1397.2,2,Month-to-month,Mailed check
0,0,0,0,10,1,1,0,0,0,0,0,1,0,86.45,830.85,1,1,0,0,0,0,1,0,10,864.5,3,Month-to-month,Electronic check
1,0,1,0,38,1,0,0,0,0,0,0,0,0,20.4,743.5,0,0,1,0,1,0,0,0,38,775.1999999999999,0,Two year,Bank transfer (automatic)
0,0,0,0,1,1,0,0,0,0,0,0,0,1,45.3,45.3,1,0,0,0,0,0,0,1,1,45.3,2,Month-to-month,Mailed check
1,0,1,0,67,1,1,0,1,1,0,1,1,0,104.1,7040.85,1,1,0,1,0,0,1,0,67,6974.7,1,One year,Electronic check
1,0,1,0,52,1,0,1,1,0,0,1,1,1,75.4,3865.45,0,0,0,1,0,0,0,1,52,3920.8,1,One year,Mailed check
1,0,1,1,62,1,0,1,1,1,1,1,1,0,108.15,6825.65,0,1,0,0,1,0,0,1,62,6705.3,1,Two year,Mailed check
0,0,0,0,16,1,0,0,1,0,0,0,1,1,86.25,1340.1,0,1,0,0,0,0,1,0,16,1380.0,3,Month-to-month,Electronic check
0,1,1,0,5,1,1,0,1,0,0,0,0,1,81.0,371.65,1,1,0,0,0,0,1,0,5,405.0,3,Month-to-month,Electronic check
1,0,0,0,12,1,0,0,0,1,0,1,1,0,95.7,1184.0,0,1,0,1,0,0,1,0,12,1148.4,3,One year,Electronic check
0,0,1,1,72,1,1,1,1,1,1,1,1,1,116.85,8477.7,0,1,0,0,1,0,0,0,72,8413.199999999999,1,Two year,Bank transfer (automatic)
1,1,0,0,71,1,1,0,1,0,1,1,1,0,105.75,7382.85,0,1,0,1,0,0,0,0,71,7508.25,1,One year,Bank transfer (automatic)
0,0,1,0,24,1,0,0,0,0,0,0,0,0,20.15,456.85,0,0,1,1,0,0,0,1,24,483.59999999999997,2,One year,Mailed check
0,0,0,0,15,1,0,0,0,0,0,0,0,0,19.6,331.6,0,0,1,0,1,0,0,1,15,294.0,2,Two year,Mailed check
1,0,1,0,67,1,0,1,1,0,0,0,1,1,90.6,6056.15,1,1,0,1,0,1,0,0,67,6070.2,1,One year,Credit card (automatic)
1,0,0,1,2,1,1,1,1,0,0,0,0,0,60.95,134.6,0,0,0,0,0,0,0,0,2,121.9,3,Month-to-month,Bank transfer (automatic)
0,0,1,1,5,0,0,0,0,0,0,0,0,0,25.05,125.5,0,0,0,0,0,0,0,1,5,125.25,2,Month-to-month,Mailed check
0,0,1,0,15,1,0,0,0,0,0,1,1,0,88.15,1390.6,1,1,0,0,0,0,1,0,15,1322.25,3,Month-to-month,Electronic check
1,0,0,0,1,1,0,0,0,0,0,0,0,1,20.2,20.2,1,0,1,0,0,0,0,1,1,20.2,2,Month-to-month,Mailed check
1,0,1,1,41,1,0,1,1,1,0,0,0,1,60.3,2511.3,0,0,0,1,0,0,0,0,41,2472.2999999999997,0,One year,Bank transfer (automatic)
0,0,0,1,43,1,0,1,1,0,0,0,1,1,63.95,2737.05,0,0,0,0,0,0,1,0,43,2749.85,0,Month-to-month,Electronic check
1,1,1,0,1,1,1,0,0,0,0,0,0,0,74.3,74.3,0,1,0,0,0,0,1,0,1,74.3,3,Month-to-month,Electronic check
0,1,0,0,1,1,0,0,0,0,0,0,0,1,70.6,70.6,0,1,0,0,0,0,0,1,1,70.6,3,Month-to-month,Mailed check
0,0,1,1,26,1,0,0,0,0,0,1,1,1,90.8,2361.8,1,1,0,0,0,0,1,0,26,2360.7999999999997,3,Month-to-month,Electronic check
1,0,0,0,22,1,1,0,1,0,0,0,0,1,79.35,1730.35,1,1,0,0,0,0,1,0,22,1745.6999999999998,3,Month-to-month,Electronic check
1,0,1,0,71,1,1,1,1,1,1,1,1,0,90.55,6404.0,0,0,0,0,1,0,0,0,71,6429.05,1,Two year,Bank transfer (automatic)
1,0,0,0,7,1,0,0,0,0,0,0,0,0,19.45,165.35,0,0,1,0,1,0,0,1,7,136.15,2,Two year,Mailed check
0,1,0,0,28,1,1,0,1,1,1,0,0,0,64.45,1867.6,0,0,0,0,0,0,0,0,28,1804.6000000000001,3,Month-to-month,Bank transfer (automatic)
1,1,0,0,16,1,0,0,0,0,0,0,0,0,69.65,1043.3,0,1,0,0,0,0,1,0,16,1114.4,3,Month-to-month,Electronic check
1,0,0,0,7,1,0,0,0,0,0,0,0,0,19.5,128.6,0,0,1,1,0,0,0,1,7,136.5,2,One year,Mailed check
0,0,0,0,69,1,1,0,1,1,1,1,1,1,110.5,7455.45,0,1,0,0,1,0,0,0,69,7624.5,1,Two year,Bank transfer (automatic)
0,0,0,1,1,0,0,0,0,0,0,0,0,0,24.7,24.7,0,0,0,0,0,0,0,1,1,24.7,2,Month-to-month,Mailed check
1,0,0,0,3,1,0,1,0,1,0,1,1,1,77.4,206.15,0,0,0,0,0,0,1,0,3,232.20000000000002,3,Month-to-month,Electronic check
1,1,0,0,21,1,0,0,0,1,0,1,1,1,96.8,2030.3,1,1,0,0,0,0,0,0,21,2032.8,3,Month-to-month,Bank transfer (automatic)
0,0,1,0,69,1,1,0,1,1,0,0,0,1,85.4,5869.4,0,1,0,0,0,0,0,0,69,5892.6,1,Month-to-month,Bank transfer (automatic)
0,0,1,0,71,0,0,1,1,1,1,0,0,1,47.6,3377.8,0,0,0,0,1,0,0,0,71,3379.6,0,Two year,Bank transfer (automatic)
0,0,1,1,69,1,0,0,0,0,0,0,0,0,19.4,1346.2,0,0,1,0,1,0,0,1,69,1338.6,0,Two year,Mailed check
0,0,0,0,48,1,1,0,0,1,1,1,1,1,103.85,4946.05,0,1,0,0,0,0,1,0,48,4984.799999999999,1,Month-to-month,Electronic check
1,0,1,0,47,1,1,0,1,1,0,0,0,1,83.35,4065.0,1,1,0,0,0,0,0,0,47,3917.45,1,Month-to-month,Bank transfer (automatic)
0,0,0,0,2,1,1,0,0,0,0,0,0,1,49.4,106.55,1,0,0,0,0,0,1,0,2,98.8,2,Month-to-month,Electronic check
1,0,0,0,45,1,1,1,0,1,1,1,1,1,108.45,4964.7,0,1,0,0,0,1,0,0,45,4880.25,1,Month-to-month,Credit card (automatic)
1,0,0,0,51,1,1,0,1,0,0,0,0,0,81.0,4085.75,0,1,0,0,0,0,0,0,51,4131.0,1,Month-to-month,Bank transfer (automatic)
0,0,1,0,22,1,1,1,0,0,1,1,1,1,79.2,1742.75,1,0,0,0,0,0,1,0,22,1742.4,3,Month-to-month,Electronic check
1,0,0,0,72,1,1,1,1,1,1,1,1,0,86.65,6224.8,0,0,0,0,1,0,0,0,72,6238.8,1,Two year,Bank transfer (automatic)
1,0,1,1,37,1,1,0,1,1,0,1,0,1,92.95,3415.25,0,1,0,0,0,0,1,0,37,3439.15,1,Month-to-month,Electronic check
1,0,1,1,71,1,1,1,1,1,1,1,1,0,90.35,6325.25,0,0,0,0,1,0,1,0,71,6414.849999999999,1,Two year,Electronic check
1,0,1,1,7,1,0,0,0,1,0,0,0,0,48.7,340.25,1,0,0,0,0,0,1,0,7,340.90000000000003,2,Month-to-month,Electronic check
0,0,0,0,66,1,1,0,0,0,0,0,0,1,25.15,1683.6,0,0,1,0,1,1,0,0,66,1659.8999999999999,0,Two year,Credit card (automatic)
1,0,1,1,51,1,0,1,0,0,1,1,1,1,76.4,3966.3,0,0,0,1,0,0,0,0,51,3896.4,1,One year,Bank transfer (automatic)
0,0,1,1,30,1,0,0,0,0,0,0,0,0,19.55,608.5,0,0,1,1,0,0,0,0,30,586.5,2,One year,Bank transfer (automatic)
0,0,0,0,34,1,1,0,0,0,0,1,0,0,85.35,2896.6,0,1,0,0,0,0,1,0,34,2901.8999999999996,3,Month-to-month,Electronic check
1,0,1,1,64,1,1,0,0,0,0,0,0,1,24.8,1514.85,0,0,1,0,1,0,0,1,64,1587.2,0,Two year,Mailed check
1,1,1,0,65,1,1,0,1,1,0,1,1,1,103.15,6792.45,0,1,0,1,0,0,0,0,65,6704.75,1,One year,Bank transfer (automatic)
1,0,0,0,47,1,1,1,1,0,1,1,0,0,100.75,4669.2,0,1,0,0,0,0,0,1,47,4735.25,1,Month-to-month,Mailed check
0,0,0,0,1,1,0,1,0,0,0,1,1,1,95.6,95.6,1,1,0,0,0,0,1,0,1,95.6,3,Month-to-month,Electronic check
0,0,0,0,49,1,1,1,1,0,0,0,0,1,59.75,2934.3,1,0,0,0,0,1,0,0,49,2927.75,0,Month-to-month,Credit card (automatic)
0,0,1,1,67,1,1,0,1,0,1,1,0,0,94.1,6302.8,0,1,0,0,1,1,0,0,67,6304.7,1,Two year,Credit card (automatic)
1,0,0,1,39,1,0,0,0,0,0,0,0,0,19.35,779.2,0,0,1,1,0,0,0,0,39,754.6500000000001,0,One year,Bank transfer (automatic)
1,0,0,0,14,1,0,0,0,0,0,0,0,0,19.9,283.75,0,0,1,0,0,0,0,1,14,278.59999999999997,2,Month-to-month,Mailed check
0,1,0,0,43,1,0,1,1,0,1,1,1,1,108.15,4600.7,1,1,0,0,0,1,0,0,43,4650.45,1,Month-to-month,Credit card (automatic)
1,1,0,0,56,1,1,0,0,1,0,1,1,1,101.05,5594.0,0,1,0,0,0,0,1,0,56,5658.8,1,Month-to-month,Electronic check
0,0,0,0,14,1,0,0,0,0,1,0,1,0,59.1,772.85,0,0,0,1,0,1,0,0,14,827.4,3,One year,Credit card (automatic)
0,0,0,0,1,1,0,0,0,0,0,0,0,0,71.35,71.35,1,1,0,0,0,0,1,0,1,71.35,3,Month-to-month,Electronic check
1,0,1,1,16,1,0,1,1,0,0,0,0,1,55.85,857.8,0,0,0,1,0,0,0,1,16,893.6,3,One year,Mailed check
1,0,1,1,70,1,1,1,1,0,0,1,1,1,106.05,7554.05,0,1,0,0,0,0,1,0,70,7423.5,1,Month-to-month,Electronic check
1,1,1,0,72,1,1,1,1,1,0,1,1,1,84.1,5981.65,0,0,0,0,1,1,0,0,72,6055.2,1,Two year,Credit card (automatic)
0,0,1,1,23,1,0,0,0,1,0,0,0,1,75.3,1702.9,0,1,0,0,0,1,0,0,23,1731.8999999999999,3,Month-to-month,Credit card (automatic)
1,0,0,1,21,1,1,0,0,0,0,0,0,0,24.7,467.15,0,0,1,0,0,0,0,1,21,518.6999999999999,2,Month-to-month,Mailed check
0,0,0,0,1,1,0,0,0,0,0,0,0,1,20.15,20.15,1,0,1,0,0,0,0,1,1,20.15,2,Month-to-month,Mailed check
1,0,0,1,1,1,0,0,0,0,0,0,0,0,69.75,69.75,1,1,0,0,0,0,0,0,1,69.75,3,Month-to-month,Bank transfer (automatic)
0,1,1,0,32,1,1,0,0,0,0,1,1,1,93.2,2931.0,1,1,0,0,0,0,1,0,32,2982.4,3,Month-to-month,Electronic check
1,0,1,1,17,1,0,0,0,0,0,1,0,0,80.85,1400.85,1,1,0,0,0,0,1,0,17,1374.4499999999998,3,Month-to-month,Electronic check
0,0,0,0,4,0,0,1,1,0,0,0,0,1,33.65,137.85,1,0,0,0,0,0,1,0,4,134.6,2,Month-to-month,Electronic check
0,0,0,0,36,1,1,0,0,1,0,0,0,0,55.8,1941.5,0,0,0,1,0,0,1,0,36,2008.8,0,One year,Electronic check
0,0,0,0,50,0,0,0,1,1,1,0,0,0,39.7,1932.75,0,0,0,0,1,1,0,0,50,1985.0000000000002,0,Two year,Credit card (automatic)
0,0,1,1,48,0,0,0,0,0,1,0,0,1,29.5,1423.05,0,0,0,0,0,1,0,0,48,1416.0,0,Month-to-month,Credit card (automatic)
0,0,0,1,50,1,0,0,0,0,0,0,0,0,20.15,970.85,0,0,1,0,1,1,0,0,50,1007.4999999999999,0,Two year,Credit card (automatic)
1,0,1,0,72,1,1,1,1,1,1,0,1,0,79.55,5810.9,0,0,0,0,1,1,0,0,72,5727.599999999999,1,Two year,Credit card (automatic)
1,0,0,1,10,1,1,0,0,0,0,0,0,0,24.8,223.9,0,0,1,0,0,1,0,0,10,248.0,2,Month-to-month,Credit card (automatic)
0,0,0,0,18,1,0,0,0,0,0,0,0,0,19.65,391.7,0,0,1,0,0,0,0,1,18,353.7,2,Month-to-month,Mailed check
1,0,0,0,1,1,0,0,0,0,0,1,0,1,79.95,79.95,1,1,0,0,0,0,1,0,1,79.95,3,Month-to-month,Electronic check
0,0,0,0,1,1,0,0,0,0,0,0,0,0,19.3,19.3,1,0,1,0,0,0,1,0,1,19.3,2,Month-to-month,Electronic check
1,0,0,0,9,1,0,0,0,1,0,1,1,1,94.05,811.65,0,1,0,0,0,0,1,0,9,846.4499999999999,3,Month-to-month,Electronic check
1,0,0,0,2,1,1,1,0,0,0,0,1,0,90.75,174.75,0,1,0,0,0,0,0,1,2,181.5,3,Month-to-month,Mailed check
0,0,1,0,40,1,1,0,0,0,1,0,0,1,78.85,3126.85,0,1,0,0,0,1,0,0,40,3154.0,3,Month-to-month,Credit card (automatic)
1,0,1,0,69,1,1,0,0,1,0,1,1,0,99.5,6841.45,0,1,0,1,0,0,0,0,69,6865.5,1,One year,Bank transfer (automatic)
0,0,1,0,37,1,1,1,0,1,1,0,1,1,99.2,3754.6,1,1,0,1,0,0,1,0,37,3670.4,1,One year,Electronic check
1,0,0,1,18,1,1,0,0,1,0,0,0,1,80.55,1406.65,0,1,0,0,0,1,0,0,18,1449.8999999999999,3,Month-to-month,Credit card (automatic)
1,1,1,0,11,1,0,0,0,0,0,0,0,1,70.2,834.7,0,1,0,0,0,0,1,0,11,772.2,3,Month-to-month,Electronic check
0,0,1,0,8,1,1,0,0,0,0,0,1,1,85.2,627.4,1,1,0,0,0,1,0,0,8,681.6,3,Month-to-month,Credit card (automatic)
0,0,0,0,3,1,1,0,0,0,0,0,0,0,75.25,242.0,1,1,0,0,0,0,1,0,3,225.75,3,Month-to-month,Electronic check
1,0,1,1,55,1,0,1,0,0,0,0,1,0,59.45,3157.0,0,0,0,1,0,1,0,0,55,3269.75,0,One year,Credit card (automatic)
1,0,1,0,33,1,1,0,1,1,0,0,1,1,93.35,3092.0,0,1,0,0,0,0,1,0,33,3080.5499999999997,3,Month-to-month,Electronic check
0,0,0,0,46,1,0,0,0,0,0,0,0,0,44.95,2168.9,0,0,0,0,0,0,0,0,46,2067.7000000000003,0,Month-to-month,Bank transfer (automatic)
1,0,0,0,34,1,1,0,0,0,0,0,0,0,26.1,980.35,0,0,1,0,1,0,0,0,34,887.4000000000001,0,Two year,Bank transfer (automatic)
0,0,0,0,3,1,0,0,0,0,0,0,0,0,20.2,65.95,0,0,1,0,0,0,1,0,3,60.599999999999994,2,Month-to-month,Electronic check
1,0,1,1,30,1,0,0,0,0,0,0,0,0,21.25,711.9,0,0,1,0,1,0,0,1,30,637.5,2,Two year,Mailed check
0,0,0,0,33,1,1,1,0,0,1,0,0,0,59.4,1952.8,0,0,0,1,0,0,1,0,33,1960.2,3,One year,Electronic check
1,0,1,1,45,1,1,0,1,1,0,0,1,1,95.0,4368.85,0,1,0,1,0,1,0,0,45,4275.0,1,One year,Credit card (automatic)
1,0,0,0,40,1,0,1,1,0,1,0,0,1,61.9,2647.1,0,0,0,0,0,0,0,1,40,2476.0,0,Month-to-month,Mailed check
0,0,0,0,71,1,1,1,1,1,1,1,1,1,118.65,8477.6,0,1,0,0,1,0,1,0,71,8424.15,1,Two year,Electronic check
